user_input,retrieved_contexts,reference,context_recall,context_precision
Ambrose Mendy has managed and/or advised a British professional boxer that as of July 2017 is ranked the world's seventh best super middleweight by who?,"['Ambrose Mendy\nAmbrose Mendy (born August 1954) is a British boxing manager, advisor and sports agent.  He has managed and/or advised Nigel Benn; James DeGale; Chris Eubank Junior; Lloyd Honeyghan & Errol Christie among others during a career in boxing that started in the late 1970s.']","Ambrose Mendy (born August 1954) is a British boxing manager, advisor and sports agent.
 He has managed and/or advised Nigel Benn; James DeGale; Chris Eubank Junior; Lloyd Honeyghan & Errol Christie among others during a career in boxing that started in the late 1970s.
Christopher Livingstone ""Chris"" Eubank Jr. (born 18 September 1989) is a British professional boxer.
 As of July 2017, Eubank Jr. is ranked as the world's second best super middleweight by BoxRec, sixth by the Transnational Boxing Rankings Board, and seventh by ""The Ring"" magazine.",0.5,0.9999999999
"Rejuvelac is kind of grain water invented and promoted by a ""holistic health"" practitioner born in which year ?","['Rejuvelac\nRejuvelac is kind of grain water invented and promoted by Ann Wigmore.', ""William Vere Cruess\nWilliam Vere Cruess (August 9, 1886 – March 13, 1968) was an American food scientist who pioneered the use of fruits to produce fruit-juice beverages, fruit-based concentrates and syrups.  He was one of the first investigators in the United States to use freezing storage for preservation of fruits and fruit products.  Cruess's research also proved beneficial in the rebirth of the wine industry in California after the repeal of Prohibition in 1933.""]","Rejuvelac is kind of grain water invented and promoted by Ann Wigmore.
Ann Wigmore (1909–1994) was a Lithuanian–American ""holistic health"" practitioner and raw food advocate.",0.5,0.0
What town host an annual media finance conference that has featured an Australian-born American media mogul?,"['2015 Cricket World Cup opening ceremony\nThe opening ceremonies of the 2015 Cricket World Cup took place in New Zealand and Australia on the eve of the beginning of the World Cup hosted by them after 23 years.  Two ceremonies took place at the same time, one in North Hagley Park, Christchurch in New Zealand while the other in Melbourne, Australia.  Thousands of fans turned up to watch the opening ceremony in both locations.  It was the first major sporting event hosted by Christchurch after the deadly 2011 Christchurch earthquake.', 'Allen &amp; Company Sun Valley Conference\nThe Allen & Company Sun Valley Conference is an annual media finance conference hosted and wholly independently funded by private investment firm Allen & Company.  The conference has taken place in Sun Valley, Idaho for one week each July since 1983.  The conference typically features business leaders, political figures, and major figures in the philanthropic and cultural spheres.  Previous conference guests have included Bill and Melinda Gates, Warren and Susan Buffett, Tony Blair, Google founders Larry Page and Sergey Brin, Allen alumnus and former Philippine Senator Mar Roxas, Google Chairman Eric Schmidt, Yahoo! co-founder Jerry Yang, Facebook founder Mark Zuckerberg, Media Mogul Rupert Murdoch, eBay CEO Meg Whit', 'Tabulam\nTabulam is a rural village in the far north-east of New South Wales, Australia, 800 kilometres from the state capital, Sydney.  Tabulam is located on the Bruxner Highway (Highway 44) between Tenterfield and Casino and on the Clarence River.  According to the 2006 Census, there were 573 people living in Tabulam.  Tabulam is locally administered by Kyogle Council.', ""Broad Festival project, which toured major Australian cities including performing at the Sydney Opera House.  With Laura Jean and Conway were Elana Stone, Liz Stringer and Dianna Corcoran – they performed their own and each other's songs.""]"," The conference has taken place in Sun Valley, Idaho for one week each July since 1983.
Keith Rupert Murdoch, {'1': "", '2': 'AC KCSG', '3': "", '4': ""} ( ; born 11 March 1931) is an Australian-born American media mogul.",0.5,0.49999999995
Ronald Reagan and George H. W. Bush both held which position in office?,"[""Presidency of Ronald Reagan\nThe presidency of Ronald Reagan began on January 20, 1981, when Ronald Reagan was inaugurated as President of the United States, and ended on January 20, 1989.  Reagan, a Republican, took office as the 40th United States president following a landslide win over Democratic incumbent President Jimmy Carter in the 1980 presidential election.  Reagan was succeeded by his vice president, George H. W. Bush, who won the 1988 presidential election with Reagan's support.""]","The presidency of Ronald Reagan began on January 20, 1981, when Ronald Reagan was inaugurated as President of the United States, and ended on January 20, 1989.
George Herbert Walker Bush (born June 12, 1924) is an American politician who was the 41st President of the United States from 1989 to 1993 and the 43rd Vice President of the United States from 1981 to 1989.",0.5,0.9999999999
"In between The Bears and I and Oceans which was released on July 31, 1974, by Buena Vista Distribution?","['The Bears and I\nThe Bears and I is a 1974 American drama film directed by Bernard McEveety and written by John Whedon.  The film stars Patrick Wayne, Chief Dan George, Andrew Duggan, Michael Ansara and Robert Pine.  The film was released on July 31, 1974, by Buena Vista Distribution.', 'Spider-Man: The Venom Saga\nSpider-Man: The Venom Saga is the title used by a particular story arc from the 1994 animated series ""Spider-Man"" that focused on Venom.  The description of the name and chosen episodes debuted in home media by Buena Vista Home Entertainment.  The first three episodes is a three-part episode entitled ""The Alien Costume"" from season one.  The last two is a two-part episode entitled ""Venom Returns"" and ""Carnage"" which debuted in season three.  These certain episodes are responsible for debuting the symbiotic characters Venom and Carnage outside of comic books.']","The Bears and I is a 1974 American drama film directed by Bernard McEveety and written by John Whedon.
 The film was released on July 31, 1974, by Buena Vista Distribution.
Oceans (French: Océans ) is a 2009 French nature documentary film directed, produced, co-written, and narrated by Jacques Perrin, with Jacques Cluzaud as co-director.",0.6666666666666666,0.9999999999
What book provided the foundation for Masters and Johnson's research team?,"['Masters and Johnson\nThe Masters and Johnson research team, composed of William H. Masters and Virginia E. Johnson, pioneered research into the nature of human sexual response and the diagnosis and treatment of sexual disorders and dysfunctions from 1957 until the 1990s.', 'Patterns of Sexual Behavior\nPatterns of Sexual Behavior is a 1951 book by Clellan S. Ford and Frank A. Beach.  In this work of scientific literature, the authors integrate information about human sexual behavior from 191 different cultures, and include detailed comparisons across animal species, with particular emphasis on primates.  The book, which has been called a ""classic"" of its field, provided the foundation for the later research of Masters and Johnson.  A revised edition, titled ""Human Sexuality in Four Perspectives"", was published in 1977.']","Patterns of Sexual Behavior is a 1951 book by Clellan S. Ford and Frank A. Beach.
 The book, which has been called a ""classic"" of its field, provided the foundation for the later research of Masters and Johnson.
The Masters and Johnson research team, composed of William H. Masters and Virginia E. Johnson, pioneered research into the nature of human sexual response and the diagnosis and treatment of sexual disorders and dysfunctions from 1957 until the 1990s.",1.0,0.49999999995
"What star of ""Attack of the Gryphon"" was also a voice artist in Johnny Bravo?  ","['Jeff Bennett\nJeff Bennett (born October 2, 1962) is an American voice actor and singer.  His voice roles include Johnny Bravo in the television series of the same name, Petrie in the ""Land Before Time"" films and television series, Mr. Smee and Bones in ""Jake and the Never Land Pirates"", The Man With the Yellow Hat in ""Curious George"", Raj in ""Camp Lazlo"", Kowalski in ""The Penguins of Madagascar"" series and various other characters in films, television shows and video games.', 'Larry Drake\nLarry Richard Drake (February 21, 1950 – March 17, 2016) was an American actor, voice artist, and comedian best known as Benny Stulwicz in ""L.A. Law"", Robert G. Durant in both ""Darkman"" and """" and the voice of Pops in ""Johnny Bravo"".']","Gryphon also known as ""Attack of the Gryphon"" is a 2007 television film directed by Andrew Prowse, starring Amber Benson, Jonathan LaPaglia, and Larry Drake.
Larry Richard Drake (February 21, 1950 – March 17, 2016) was an American actor, voice artist, and comedian best known as Benny Stulwicz in ""L.A. Law"", Robert G. Durant in both ""Darkman"" and """" and the voice of Pops in ""Johnny Bravo"".",0.5,0.49999999995
"Which fantasy film from 1971 featured the song ""The Age of Not Believing""?","['The Age of Not Believing\n""The Age of Not Believing"" is a song written by Robert and Richard Sherman for the 1971 Walt Disney musical film production ""Bedknobs and Broomsticks"".  Angela Lansbury sings the song in the motion picture.  In the lyrics, Lansbury\'s character Eglantine expresses how as children grow up, they lose their belief in magic and doubt themselves.  The song works on two levels, both on a personal, human level and thematically for the whole film- a Britain grown cynical from the pressures of war must learn to borrow from its own past magic in order to overcome the tremendous challenge which lies before it, while the characters in the film must finally learn to trust in Eglantine\'s magic to achieve their goals and save Britain from the Nazis.', 'Georgie Collins\nEileen Georgina ""Georgie"" Collins (née Given; June 12, 1925 – May 3, 2017) was a Canadian film, stage, and television actress.  Collins is known for her role in the 1981 cult horror film ""Ghostkeeper"", as well as her part in ""Lonesome Dove: The Series"" (1995).', 'Glen and Randa\nGlen and Randa is a 1971 X rated post-apocalypse movie directed by Jim McBride.  It was co-written by McBride, Lorenzo Mans and Rudy Wurlitzer.  McBride made the film for $480,000 with an obscure cast including Steven Curry, Shelley Plimpton, Woodrow Chambliss and Gary Goodrow.']","""The Age of Not Believing"" is a song written by Robert and Richard Sherman for the 1971 Walt Disney musical film production ""Bedknobs and Broomsticks"".
Bedknobs and Broomsticks is a 1971 British-American musical fantasy film produced by Walt Disney Productions and released by Buena Vista Distribution Company in North America on December 13, 1971.",0.5,0.9999999999
Mick Carter is the landlord of a public house located at what address?,"['Mick Carter\nMichael ""Mick"" Carter is a fictional character from the BBC soap opera ""EastEnders"" played by Danny Dyer, making his first appearance in the show in the episode originally broadcast in the United Kingdom on 25 December 2013.  Dyer\'s casting was announced on 1 October 2013 with that of his on-screen partner, Linda Carter, played by Kellie Bright.  He is the son of established character Shirley Carter (Linda Henry) and a member of the Carter family.  Mick immediately becomes the new landlord of The Queen Victoria public house (referred to as ""The Vic""), bringing Linda, their son Johnny Carter (Sam Strike/Ted Reilly) and pet dog Lady Di with him.  They are later joined by daughter Nancy Carter (Maddy Hill), son Lee Carter (Danny-Boy Hatchard) and ot', 'Linda Carter\nLinda Bernadette Carter is a fictional character from the BBC soap opera ""EastEnders"", played by Kellie Bright.  She first appeared on 19 December 2013 and her casting was announced alongside her on-screen partner, Mick Carter (Danny Dyer).  Linda was introduced by new executive producer Dominic Treadwell-Collins as part of the Carter family.  Linda became landlady of The Queen Victoria public house and moved there with her family from her mother\'s pub in Watford.  Although never credited with the name, in a small number of episodes, the character is referred to as Linda Peacock.  In May 2016, Bright announced that she was pregnant with her second child and that she would be taking maternity leave.  Linda departed the series on 25 December 2016 ']"," Mick immediately becomes the new landlord of The Queen Victoria public house (referred to as ""The Vic""), bringing Linda, their son Johnny Carter (Sam Strike/Ted Reilly) and pet dog Lady Di with him.
The Queen Victoria (more often referred to as The Queen Vic or The Vic) is the Victorian public house in the BBC soap opera, ""EastEnders"".
 It has the fictional address of 46 Albert Square, Walford, London E20.",0.3333333333333333,0.99999999995
"What television thriller anthology did the winner of one Golden Globe, two tony Awards and six Primetime Emmy Awards appear on?","['Jordan Peele\nJordan Haworth Peele (born February 21, 1979) is an American actor, comedian, writer, producer, and director.  He is best known for starring in the Comedy Central sketch series ""Key & Peele"" and for his five seasons as a cast member on ""MADtv"".  In 2014, he also had a recurring role in the first season of the FX anthology series ""Fargo"".  His directorial debut, the horror film ""Get Out"", was released in 2017 to critical acclaim and box-office success.', 'Darkroom (TV series)\nDarkroom is an American television thriller anthology series produced by Universal Television which aired on ABC from November 27, 1981 to January 15, 1982.  As an anthology horror/thriller series it was similar in style to Rod Serling\'s ""Night Gallery.""  Each 60-minute episode featured two or more stories of varying length with a new story and a new cast, but each of the episode wraparound segments was hosted by James Coburn.  Among the performers who appeared on the series were Steve Allen, Esther Rolle, Helen Hunt, Claude Akins, Richard Anderson, Lawrence Hilton-Jacobs, Carole Cook, David Carradine, Billy Crystal, Pat Buttram, Brian Dennehy, Lawrence Pressman, Dub Taylor, Rue McClanahan, Lloyd Bochner, Ronny Cox, R. G. Armstrong, and ', 'Kyle Craig\nKyle Craig is a fictional character and antagonist in James Patterson\'s series of novels featuring Washington, D.C. detective Alex Cross.  Craig, a Special Agent for the Federal Bureau of Investigation, is initially a close friend of Cross and assists the detective in his high-profile investigations, and also occasionally asks Cross for help with his own cases.  However, in the 2001 novel ""Roses Are Red"", Craig is revealed to be a criminal who calls himself ""The Mastermind"", having organized a series of brutal bank robberies and murders.  He is eventually brought to justice by Cross.  From ""Violets Are Blue"" onwards, Craig is one of Cross\' most formidable adversaries.  In the film adaptations of Patterson\'s novels ""Kiss the Girls"" and ""Along Came ', 'List of awards and nominations received by Lost\nLost is an American drama series that aired on ABC from September 22, 2004 until May 23, 2010.  It has been nominated for a variety of different awards, including 54 Primetime Emmy Awards (eleven wins), 48 Saturn Awards (thirteen wins), 33 Teen Choice Awards, 17 Television Critics Association Awards (four wins), 12 Golden Reel Awards (five wins), eight Satellite Awards (one win), seven Golden Globe Awards (one win), six Producers Guild of America Awards (one win), six Writers Guild of America Awards (one win), five Directors Guild of America Awards, two NAACP Image Awards (one win), two Screen Actors Guild Awards (one win), and one BAFTA Award.  Amongst the wins for the series are a Primetime Emmy Award for Out']","Darkroom is an American television thriller anthology series produced by Universal Television which aired on ABC from November 27, 1981 to January 15, 1982.
 Among the performers who appeared on the series were Steve Allen, Esther Rolle, Helen Hunt, Claude Akins, Richard Anderson, Lawrence Hilton-Jacobs, Carole Cook, David Carradine, Billy Crystal, Pat Buttram, Brian Dennehy, Lawrence Pressman, Dub Taylor, Rue McClanahan, Lloyd Bochner, Ronny Cox, R. G. Armstrong, and June Lockhart.
Brian Manion Dennehy (born July 9, 1938) is an American actor of film, stage, and television.
 A winner of one Golden Globe, two Tony Awards and a recipient of six Primetime Emmy Award nominations, he gained initial recognition for his role as the antagonistic Sheriff Will Teasle in ""First Blood"" (1982).",0.25,0.99999999995
What Cayman Islands registered Mandarin and Cantonese-language television broadcaster launched Phoenix Hong Kong Channel on 28 March 2011?,"[""Phoenix Hong Kong Channel\nPhoenix Hong Kong Channel is one of the six channels that Phoenix Television operates.  It was launched on 28 March 2011 in order to serve Chinese viewers in Hong Kong, and it is Phoenix Television's first Yue Chinese-language channel that is available across Hong Kong.  This channel now broadcasts through cable television and satellite television systems.  Some of its programmes still broadcasting in Mandarin Chinese."", 'Phoenix Television\nPhoenix Satellite Television Holdings Ltd or Phoenix Television is a Hong Kong–based, Cayman Islands registered Mandarin and Cantonese-language television broadcaster that serves the Chinese mainland and Hong Kong along with other markets with substantial Chinese viewers.  It has six different television channels, including Phoenix InfoNews Channel, Phoenix Chinese Channel, Phoenix Movies Channel, and Phoenix Hong Kong Channel.  Phoenix Television provides news, information, and entertainment programmes.', ""AXN\nAXN is a pay television, cable and satellite television channel owned by Sony Pictures Television, which was first launched on May 22, 1997.  The network is now spread across several parts of the world, including Europe, Japan, other parts of Asia and Latin America.  Funded through advertising and subscription fees, AXN delivers 24 hours a day of action and crime TV series, movies, animations and adventure-reality and lifestyle sports programmes.  In the United States, AXN was used as a brand name for the streaming of Sony's television library on streaming service Joost before it shut down in 2012."", 'Play TV (Pakistan)\nPlay TV is a former music channel of Pakistan owned by Business Recorder Group.  Play TV was 24-hour music and lifestyle channel.  It played videos of Pakistani as well as International Artists.  The channel changed its format to complete entertainment channel by the name of Play Max but soon revamped to Play Entertainment and now airs local and foreign entertainment content.', 'Spectrum News Rochester\nSpectrum News Rochester (formerly Time Warner Cable News Rochester) is an American cable news television channel that is owned by Charter Communications through its acquisition of Time Warner Cable in May 2016, as an affiliate of its Spectrum News slate of regional news channels.  The channel provides 24-hour rolling news coverage focused primarily on Rochester, New York and the nearby Genesee River and Finger Lakes regions.']","Phoenix Hong Kong Channel is one of the six channels that Phoenix Television operates.
 It was launched on 28 March 2011 in order to serve Chinese viewers in Hong Kong, and it is Phoenix Television's first Yue Chinese-language channel that is available across Hong Kong.
Phoenix Satellite Television Holdings Ltd or Phoenix Television is a Hong Kong–based, Cayman Islands registered Mandarin and Cantonese-language television broadcaster that serves the Chinese mainland and Hong Kong along with other markets with substantial Chinese viewers.",1.0,0.99999999995
What is the name of the film starring Rose McGowan and features the character Earl McGraw's daughter?,"['Charmed (season 4)\nThe fourth season of ""Charmed"", an American supernatural drama television series, began airing on October 4, 2001 on The WB.  Airing on Thursdays at 9:00 pm, the season consisted of 22 episodes and concluded its airing on May 16, 2002.  This season also saw the introduction of Rose McGowan as Paige Matthews—half-sister to Prue, Piper and Phoebe—and a slight alteration of the opening credits, due to the third season departure of Shannen Doherty as Prue.  Paramount Home Entertainment released the complete fourth season in a six-disc boxed set on February 28, 2006.', 'Earl and Edgar McGraw\nEarl McGraw and his son Edgar McGraw are two fictional characters played by Michael Parks and James Parks.  They appear in several feature films by Robert Rodriguez and Quentin Tarantino, including the ""From Dusk till Dawn"" franchise, """", and in various works from the ""Grindhouse"" project.  Despite being killed off in his first appearance in ""From Dusk till Dawn"", various characters named Earl and Edgar have returned in several other films from Rodriguez and Tarantino.  Talking with a heavy Texas accent and delivering profanity laden dialogue, the Earl character often serves as comic relief.  He and Edgar are consistently portrayed as Texas Rangers.  Edgar is portrayed by James Parks, the real-life son of Michael Parks.  Earl has a daug']","Earl McGraw and his son Edgar McGraw are two fictional characters played by Michael Parks and James Parks.
 Earl has a daughter who is introduced in the ""Grindhouse"" films, named Dakota, played by Marley Shelton, who plays a large role in ""Planet Terror"".
 The film stars Rose McGowan, Freddy Rodriguez, Josh Brolin, Marley Shelton, Naveen Andrews, Michael Biehn, Jeff Fahey, Stacy Ferguson, and Bruce Willis.",0.3333333333333333,0.49999999995
"Chimaja Appawas the younger brother of a general of the Maratha Empire in India, who served as what to the fifth Maratha Chhatrapati Shahu from 1720 until his death?","['Chimaji Appa\nShreemant Chimaji Ballal Peshwa (aka Chimaji Appa)(1707–1740) was the son of Balaji Vishwanath Bhat and the younger brother of Bajirao Peshwa of Maratha Empire.  He was an able military commander who liberated the western coast of India from Portuguese rule.  The high watermark of his career was the capture of Vasai fort from the Portuguese in a hard fought battle.', ""Maratha emperors\nThe Maratha emperors, from the early 17th century to the early 18th century, built and ruled the Maratha Empire on the Indian subcontinent, mainly corresponding to the modern countries of Bangladesh, India and Pakistan. )  Their power rapidly dwindled during the 18th century and the last of the emperors was deposed in 1818, with the establishment of the British Raj.  At their empire's greatest extent in the late 17th and early 18th centuries, they controlled much of the Indian subcontinent, extending from Bengal in the east to Atak and Sindh in the west, Kashmir in the north to the Kaveri basin in the south.  Peshwas served as subordinates to the Chhatrapati (the Maratha king), but later, they became the leaders of the Marathas, and the Chat"", ""New Palace, Kolhapur\nNew Palace, Kolhapur is a palace situated in Kolhapur, in the Indian state of Maharastra.  It was constructed between 1877–1884.  Being an excellent specimen of architecture built in black polished stone, it has been an attraction for tourists.  It has extensive premises with a garden, fountain and wrestling ground.  The whole building is eight-angled and has a tower in the middle.  The clock on it was fixed in 1877.  At separate distances there are small towers.  On every glass are painted the events in Shivaji's life.  There is a zoo and a ground lake.  Even today, it is the residence of Chhatrapati Shahu, the direct descendent of Chhatrapati Shivaji Maharaj, the founder of Maratha Empire.""]","Shreemant Chimaji Ballal Peshwa (aka Chimaji Appa)(1707–1740) was the son of Balaji Vishwanath Bhat and the younger brother of Bajirao Peshwa of Maratha Empire.
Baji Rao (18 August 1700 – 28 April 1740) was a general of the Maratha Empire in India.
 He served as ""Peshwa"" (Prime Minister) to the fifth Maratha Chhatrapati (Emperor) Shahu from 1720 until his death.",0.3333333333333333,0.99999999995
What is the name of the oldest child that attended the Trump campaign-Russian meeting?,"['Trump campaign–Russian meeting\nOn June 9, 2016, a meeting was held in Trump Tower in New York City between three senior members of the presidential campaign of Donald TrumpDonald Trump Jr., Jared Kushner, and Paul Manafortand at least five other people, including Russian lawyer Natalia Veselnitskaya.  The meeting was arranged by publicist and long-time Trump acquantiance, Rob Goldstone on behalf of his client, singer-songwriter Emin Agalarov.  It was disclosed to U.S. government officials when Kushner filed a revised version of his security clearance form.', ""Son of al Qaeda\nSon of al Qaeda is a documentary about Abdurahman Khadr, a young Canadian whose father was an associate of Osama bin Laden, produced by Terence McKenna and Nazim Baksh.  Abdurahman's younger brother is Omar Khadr, who was also detained at Guantanamo."", ""s responsible for the Donald J. Trump for President website, as well as for digital media strategy and online fundraising campaigns.  In June 2016, Parscale was officially named digital media director for the Donald J. Trump for President campaign, overseeing all aspects of digital media and online fundraising, as well as traditional media strategy, like radio and television placements.  In January 2017, Parscale, along with another senior Trump aide, Nick Ayers, formally launched America First Policies, a non-profit organization that promotes President Trump's agenda and White House initiatives."", 'Circus Left Town\n""Circus Left Town"", also known as ""Circus"" is a ballad written by the British recording artist Eric Clapton.  The rock musician wrote the song about the last night he spent with his then four-year-old son Conor.  Although Clapton played and recorded the song for his 1992 million seller live album ""Unplugged"", he decided to release the title six years later as a re-recording for both his 1998 effort ""Pilgrim"" and as a single release.  However, Clapton played the song live for his 1992 Eric Clapton World Tour, before it came out on any recording formats.']","On June 9, 2016, a meeting was held in Trump Tower in New York City between three senior members of the presidential campaign of Donald TrumpDonald Trump Jr., Jared Kushner, and Paul Manafortand at least five other people, including Russian lawyer Natalia Veselnitskaya.
 He is the oldest child of the 45th President of the United States, Donald Trump, and his first wife, Ivana.",0.5,0.9999999999
The 1st Virginia Regiment saw action at a battle that led to the departure of what Royal Governor?,"[""itish Light Infantry Battalion found themselves in the rear of the Virginians and attacked.  Surprised, the 9th was driven farther into the British camp where it was beset by the brigade of Charles Grey, 1st Earl Grey and the 2nd British Light Infantry Battalion.  After being attacked on all sides and Mathews wounded, the regiment surrendered near Kelly's Hill together with part of the 6th Virginia Regiment.  The unit was consolidated with the 1st Virginia Regiment on May 12, 1779, and the consolidated unit was designated as the 1st Virginia Regiment.  The unit was captured on May 12, 1780, by the British Army at the Siege of Charleston and was disbanded on November 15, 1783."", 'Battle of Great Bridge\nThe Battle of Great Bridge was fought December 9, 1775, in the area of Great Bridge, Virginia, early in the American Revolutionary War.  The victory by colonial Virginia militia forces led to the departure of Royal Governor Lord Dunmore and any remaining vestiges of British power over the Colony of Virginia during the early days of the conflict.', '1st Virginia State Regiment\nThe 1st Virginia State Regiment was a regiment of Virginia Militia that fought during the American Revolutionary War.  The regiment was authorized by the General Assembly of the Commonwealth of Virginia in December 1776 as a force of regular troops for the Commonwealth\'s defense.  In 1777, Virginia had difficulty meeting its quota for the regular line of the Continental Army.  As a result, in July 1777 under the command of Colonel George Gibson, the regiment began a march North to temporarily join the Continental Army in the Philadelphia Campaign.  In January 1778, the Virginia General Assembly passed an act directing that the 1st Virginia State Regiment ""now in Continental service, be continued in said service instead of the Nint', 'ptured at Charlestown, South Carolina, on May 12, 1780, by the British and the regiment was formally disbanded on November 15, 1783.  James Monroe, Thomas Helm, John Francis Mercer and James Markham Marshall served as lieutenants in this regiment.']"," The regiment saw action at the Battle of Great Bridge, New York Campaign, Battle of Trenton, Battle of Princeton, Battle of Brandywine, Battle of Germantown, Battle of Monmouth, Battle of Stony Point and the Siege of Charleston.
 The victory by colonial Virginia militia forces led to the departure of Royal Governor Lord Dunmore and any remaining vestiges of British power over the Colony of Virginia during the early days of the conflict.",0.5,0.49999999995
"Which Argentine telenovela broadcast by Telefe from March 12 to December 19, 2012 starred Isabel Macedo as Jimena Benitez?","['Montecristo (Argentine telenovela)\nMontecristo: Un Amor, Una Venganza (Monte Cristo: Love and Revenge) is an Argentine telenovela which premiered April 25, 2006 on Telefe.  Loosely based on the 1844 Alexandre Dumas novel, ""The Count of Monte Cristo"", ""Montecristo"" is Telefe\'s most popular novela and was called ""the hottest telenovela in Argentina"" by ""Variety"" in 2007.', 'Guapas\nGuapas (Spanish: ""Brave ones"" ) is a 2014 Argentine telenovela.  It is produced by Pol-ka, and aired by El Trece.  It is starred by Araceli Gonzalez, Isabel Macedo, Mercedes Morán, Carla Peterson and Florencia Bertotti.']","Patricia Longo, also known as Jimena Benìtez, is a fictional character in the 2012 Argentine telenovela ""Graduados"".
 She is played by Isabel Macedo, both as an adult and, in flashbacks, as a teenager.
Graduados (English: The Graduates ) is a 2012 Argentine telenovela which was broadcast by Telefe from March 12 to December 19.",0.0,0.0
What was position of the man who served Prince Andrew from 1990-2001? ,"['Prince Andrew, Duke of York\nPrince Andrew, Duke of York, {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (Andrew Albert Christian Edward, born 19 February 1960), is the second son and third child of Queen Elizabeth II and Prince Philip, Duke of Edinburgh.  At the time of his birth, he was second in the line of succession to the British throne; as of 2017 he is sixth in line.', 'David Powell (actor)\nDavid Powell (December 17, 1883 in Glasgow, Scotland – April 16, 1925 in New York City, New York) was a Scottish stage and later film actor of the silent era.  In his twenties Powell appeared in stage companies of Sir Herbert Beerbohm Tree, Ellen Terry and Johnston Forbes-Robertson.  In 1907 he appeared with Terry on Broadway in the first American presentation of Shaw\'s ""Captain Brassbound\'s Conversion"".', 'Geoffrey Kendal\nGeoffrey Kendal (7 September 1909 – 14 May 1998) was an English actor-manager who delivered Shakespeare performances throughout India in the 1940s and 1950s.', ""Joe Gilmore\nJoe Gilmore (19 May 1922 – 18 December 2015) was one of the longest running Head Barmen at The Savoy Hotel's American Bar.  He was born in Belfast and moved to London in 1938.  Gilmore started as a trainee barman at The American Bar in 1940 and was appointed Head Barman in 1955, a position he held until he retired in 1976.  Over his years as Head Barman, Gilmore invented numerous cocktails to mark special events and important guests, a longstanding tradition at the American Bar.  Gilmore has invented cocktails in honor of a number of royalty, politicians and celebrities including The Prince of Wales, Prince William, The Princess Anne, Queen Elizabeth The Queen Mother, The Prince Andrew, Sir Winston Churchill, and American Presidents Harry S. Trum""]","Captain Robert Neil Blair CVO RN was Private Secretary and Treasurer to The Duke of York, 1990–2001.
Prince Andrew, Duke of York, {'1': "", '2': "", '3': "", '4': ""} (Andrew Albert Christian Edward, born 19 February 1960), is the second son and third child of Queen Elizabeth II and Prince Philip, Duke of Edinburgh.",0.5,0.0
Are Agee and To Shoot an Elephant both documentaries about war?,"['To Shoot an Elephant\nTo Shoot an Elephant is a 2009 documentary film about the 2008-2009 Gaza War directed by Alberto Arce and Mohammad Rujailahk.', 'Death of a Legend\nDeath of a Legend was the first of three documentary films by Bill Mason about wolves, helping to dispel the image of wolves as ""evil"" and demonstrating their role in maintaining the balance of nature.  Released in 1971, ""Death of the Legend"" was the first documentary to feature footage of wolves being born in the wild, and their first year of life.  The film was followed two years later by Mason\'s feature length theatrical documentary on wolves, ""Cry of the Wild"".  Both films were produced by the National Film Board of Canada.  Mason completed his third and final film on wolves, ""Wolf Pack"", in 1974.']","Agee is a 1980 American documentary film directed by Ross Spears, about the writer James Agee.
To Shoot an Elephant is a 2009 documentary film about the 2008-2009 Gaza War directed by Alberto Arce and Mohammad Rujailahk.",0.5,0.9999999999
"What shallow water table aquifer is located near the county seat of Keith County, Nebraska?","['Keith County, Nebraska\nKeith County is a county located in the U.S. state of Nebraska.  As of the 2010 census, the population was 8,368.  Its county seat is Ogallala.', 'Ogallala, Nebraska\nOgallala is a city in Keith County, Nebraska, United States.  The population was 4,737 at the 2010 census.  It is the county seat of Keith County.  In the days of the Nebraska Territory, the city was a stop on the Pony Express and later along the transcontinental railroad.  The Ogallala Aquifer was named after the city.', ""Ogallala Aquifer\nThe Ogallala Aquifer is a shallow water table aquifer surrounded by sand, silt, clay and gravel located beneath the Great Plains in the United States.  One of the world's largest aquifers, it underlies an area of approximately 174000 sqmi in portions of eight states (South Dakota, Nebraska, Wyoming, Colorado, Kansas, Oklahoma, New Mexico, and Texas).  It was named in 1898 by geologist N. H. Darton from its type locality near the town of Ogallala, Nebraska.  The aquifer is part of the High Plains Aquifer System, and rests on the Ogallala Formation, which is the principal geologic unit underlying 80% of the High Plains.""]","Ogallala is a city in Keith County, Nebraska, United States.
 It is the county seat of Keith County.
 The Ogallala Aquifer was named after the city.
The Ogallala Aquifer is a shallow water table aquifer surrounded by sand, silt, clay and gravel located beneath the Great Plains in the United States.",1.0,0.9999999999666667
